Geneid,Chr,Strand,NExons,gene.F,P.Value,FDR
gene-Smarce1,NC_000077.7,-,11,0.469573545081572,0.905685542861273,0.999999999999657
gene-Sf3b4,NC_000069.7,+,6,0.309069553866462,0.905733561605717,0.999999999999657
gene-Dlgap5,NC_000080.7,-,21,0.603454250583316,0.905814407996179,0.999999999999657
gene-Derl1,NC_000081.7,-,8,0.389339798426634,0.90585227995419,0.999999999999657
gene-Cib1,NC_000073.7,-,10,0.446166686023503,0.905985941006634,0.999999999999657
gene-Mir1902,NC_000068.8,-,3,0.0989310390506199,0.906001019523752,0.999999999999657
gene-Mrps7,NC_000077.7,+,5,0.253263186557784,0.906131358060598,0.999999999999657
gene-Aida,NC_000067.7,+,10,0.445856943940371,0.906173671810394,0.999999999999657
gene-Nucks1,NC_000067.7,+,8,0.388440196869312,0.906384134252667,0.999999999999657
gene-Ppp1r14b,NC_000085.7,+,4,0.184575073350625,0.906407796530389,0.999999999999657
gene-Rnaseh2a,NC_000074.7,-,13,0.506371334621611,0.906524671173127,0.999999999999657
gene-Xndc1,NC_000073.7,+,11,0.468137188424449,0.906569614477514,0.999999999999657
gene-Ppp2cb,NC_000074.7,+,7,0.351649688805365,0.906603538157336,0.999999999999657
gene-Dbr1,NC_000075.7,+,9,0.418622123960736,0.906703372437857,0.999999999999657
gene-Srpra,NC_000075.7,+,14,0.52193296297112,0.906885631487205,0.999999999999657
gene-Neu1,NC_000083.7,+,6,0.306448543529612,0.907285878073844,0.999999999999657
gene-Gramd2a,NC_000075.7,+,11,0.466852681988328,0.907356711583987,0.999999999999657
gene-Apbb3,NC_000084.7,-,16,0.548961113874996,0.907437331454951,0.999999999999657
gene-Dgkk,NC_000086.8,+,12,0.486904804532643,0.90745943785524,0.999999999999657
gene-Zfp575,NC_000073.7,-,5,0.251648196435041,0.907495211542285,0.999999999999657
gene-Sdhaf4,NC_000067.7,-,3,0.0971477468374471,0.907611125315907,0.999999999999657
gene-Aqp1,NC_000072.7,+,4,0.181928767770174,0.907626761414831,0.999999999999657
gene-Gm39752,NC_000068.8,+,2,0.0137207121609506,0.907659813528478,0.999999999999657
gene-Kcne2,NC_000082.7,+,2,0.0140191549147469,0.907678583203778,0.999999999999657
gene-Upf2,NC_000068.8,+,23,0.61682469748471,0.907851425260412,0.999999999999657
gene-Scarf2,NC_000082.7,+,4,0.18236358110486,0.907891916041109,0.999999999999657
gene-Gps2,NC_000077.7,+,13,0.504189712325906,0.907904417909656,0.999999999999657
gene-4930453N24Rik,NC_000082.7,-,6,0.305344043799384,0.907937287665435,0.999999999999657
gene-Arpin,NC_000073.7,-,6,0.305329444144126,0.907945887276194,0.999999999999657
gene-Fdxr,NC_000077.7,-,13,0.503923215388852,0.908072223265801,0.999999999999657
gene-Map4k1,NC_000073.7,+,24,0.623851556405169,0.908106878517952,0.999999999999657
gene-Dynll1,NC_000071.7,-,3,0.0964944560874147,0.908201718617422,0.999999999999657
gene-Pgf,NC_000078.7,-,2,0.013445413029204,0.908281617526859,0.999999999999657
gene-Otp,NC_000079.7,+,2,0.0138110057672568,0.908306375515147,0.999999999999657
gene-Igf2bp2,NC_000082.7,-,16,0.547595609104886,0.908341098143025,0.999999999999657
gene-Mgme1,NC_000068.8,+,4,0.181662289058588,0.908370868975299,0.999999999999657
gene-Mir25,NC_000071.7,-,4,0.181506235239815,0.908451671962871,0.999999999999657
gene-Col4a5,NC_000086.8,+,28,0.648415412957595,0.908523464298979,0.999999999999657
gene-Ing1,NC_000074.7,+,5,0.249921202530714,0.908548474858556,0.999999999999657
gene-St6galnac4,NC_000068.8,+,7,0.348031500739633,0.90856884406274,0.999999999999657
gene-Polr1c,NC_000083.7,-,9,0.415415544042404,0.908604963250982,0.999999999999657
gene-Psph,NC_000071.7,-,9,0.415126496364222,0.908775484297705,0.999999999999657
gene-Kif14,NC_000067.7,+,13,0.502777762705475,0.908791647880021,0.999999999999657
gene-Lypd6b,NC_000068.8,+,7,0.347520189404568,0.909016272015397,0.999999999999657
gene-Lin37,NC_000073.7,-,9,0.413685649138898,0.909232327941082,0.999999999999657
gene-Dancr,NC_000071.7,+,5,0.248554060188067,0.909297746304791,0.999999999999657
gene-Ndufs5,NC_000070.7,-,3,0.0952446960223894,0.909332655561701,0.999999999999657
gene-Col9a2,NC_000070.7,+,31,0.663878091838058,0.909413132453383,0.999999999999657
gene-Mir7036,NC_000071.7,-,4,0.17953425440845,0.909420511493802,0.999999999999657
gene-Vstm5,NC_000075.7,+,7,0.346795900440677,0.909436815875529,0.999999999999657
gene-Laptm4b,NC_000081.7,+,7,0.346533149053752,0.909589181584293,0.999999999999657
gene-Polr1h,NC_000083.7,-,7,0.346317921872212,0.90971391098907,0.999999999999657
gene-Zfp426,NC_000075.7,-,11,0.462911037353109,0.909751209472441,0.999999999999657
gene-Crym,NC_000073.7,-,8,0.37968733319533,0.909963538120828,0.999999999999657
gene-Trmt44,NC_000071.7,-,12,0.482485593801267,0.910183518685816,0.999999999999657
gene-2500002B13Rik,NC_000074.7,+,3,0.0942948513025523,0.910193175724456,0.999999999999657
gene-Gm33582,NC_000080.7,+,3,0.094193685951685,0.910284877459696,0.999999999999657
gene-Emc3,NC_000072.7,-,8,0.381732573313331,0.91030817019887,0.999999999999657
gene-Gm49227,NC_000082.7,+,2,0.0128243378664431,0.910415515238968,0.999999999999657
gene-Cfap100,NC_000072.7,-,14,0.516220796420497,0.910527045310491,0.999999999999657
gene-Sdc1,NC_000078.7,+,5,0.246512849209508,0.910617018863607,0.999999999999657
gene-Ovca2,NC_000077.7,-,2,0.0127200521245681,0.910778915812899,0.999999999999657
gene-Sdhaf3,NC_000072.7,+,2,0.0126755257223403,0.910969937028153,0.999999999999657
gene-Ndufb4,NC_000082.7,-,3,0.0933139553615512,0.911082719624452,0.999999999999657
gene-Rasgef1c,NC_000077.7,+,13,0.49899508268353,0.911115122215813,0.999999999999657
gene-Tbc1d19,NC_000071.7,+,31,0.661648733781844,0.91118740466483,0.999999999999657
gene-Gja1,NC_000076.7,+,2,0.0129669032219417,0.911192424558042,0.999999999999657
gene-Ppp1r35,NC_000071.7,+,5,0.244763209167954,0.911202878900669,0.999999999999657
gene-Mir6418,NC_000071.7,-,2,0.0125879236660085,0.911241513013802,0.999999999999657
gene-Lnx2,NC_000071.7,-,11,0.460388817817619,0.911266880807864,0.999999999999657
gene-Atg4d,NC_000075.7,+,13,0.498777442004481,0.911280723631155,0.999999999999657
gene-Tmem14a,NC_000067.7,+,6,0.299407945256036,0.911410012825681,0.999999999999657
gene-Cyp4f13,NC_000083.7,-,7,0.342401608795891,0.911971221936839,0.999999999999657
gene-Dipk2a,NC_000075.7,-,3,0.0922946519032625,0.91200805605822,0.999999999999657
gene-Ino80b,NC_000072.7,-,5,0.244151349776122,0.912042192701327,0.999999999999657
gene-Cdk3,NC_000077.7,+,6,0.298264084265752,0.912073647436782,0.999999999999657
gene-Parm1,NC_000071.7,+,3,0.0918627417665455,0.912400445479943,0.999999999999657
gene-Isoc2a,NC_000073.7,+,6,0.297658985577668,0.912423974802843,0.999999999999657
gene-Trappc5,NC_000074.7,+,2,0.0122307917040121,0.912504325051997,0.999999999999657
gene-Actmap,NC_000073.7,+,13,0.496719604405896,0.912515987667343,0.999999999999657
gene-Mettl25b,NC_000069.7,-,18,0.564661973366621,0.912594701478623,0.999999999999657
gene-Emx1,NC_000072.7,+,3,0.0914923601886627,0.912737076759046,0.999999999999657
gene-1190005I06Rik,NC_000074.7,-,4,0.174780424614012,0.912981704997706,0.999999999999657
gene-Atp5mg,NC_000075.7,-,3,0.0911987500112795,0.913006307655908,0.999999999999657
gene-Ezr,NC_000083.7,-,13,0.493202750353073,0.91300974012358,0.999999999999657
gene-Usb1,NC_000074.7,+,10,0.434231804305419,0.91308791750441,0.999999999999657
gene-Trim16,NC_000077.7,+,8,0.376826507254793,0.913131237684415,0.999999999999657
gene-Cwc25,NC_000077.7,-,10,0.433665042122621,0.91341839161084,0.999999999999657
gene-Tmem170,NC_000074.7,-,2,0.0119747614384725,0.913421171239401,0.999999999999657
gene-Gclc,NC_000075.7,+,17,0.552047719726094,0.913444172274428,0.999999999999657
gene-Dlx5,NC_000072.7,-,6,0.295259720404365,0.913500937751208,0.999999999999657
gene-Aplf,NC_000072.7,-,15,0.526024633695846,0.913620838706875,0.999999999999657
gene-Bmp3,NC_000071.7,+,3,0.0905104673039726,0.913630124418477,0.999999999999657
gene-Asl,NC_000071.7,-,19,0.573556776399271,0.913642439749303,0.999999999999657
gene-Fgfr3,NC_000071.7,+,20,0.582602670711529,0.914106226601023,0.999999999999657
gene-Chac1,NC_000068.8,+,3,0.0899863963310196,0.914107148994903,0.999999999999657
gene-Gm20604,NC_000078.7,-,2,0.0117754956075565,0.914141631065181,0.999999999999657
gene-Mir8097,NC_000081.7,-,3,0.0899267801787834,0.914161429817545,0.999999999999657
gene-Rhebl1,NC_000081.7,-,10,0.432275992142951,0.914225706858826,0.999999999999657
gene-Mrpl13,NC_000081.7,-,7,0.338315729891884,0.91430118984973,0.999999999999657
gene-Efna4,NC_000069.7,-,4,0.172472749505868,0.914518881018688,0.999999999999657
gene-Timm17b,NC_000086.8,+,6,0.293692858485008,0.914707530643369,0.999999999999657
gene-2310022A10Rik,NC_000073.7,+,14,0.508809632280597,0.914728210503176,0.999999999999657
gene-Gm32856,NC_000074.7,+,6,0.293414927100094,0.914866723389204,0.999999999999657
gene-Mea1,NC_000083.7,+,11,0.453981994683977,0.915058371180799,0.999999999999657
gene-Zic5,NC_000080.7,-,2,0.0115074223106035,0.915120673163821,0.999999999999657
gene-Lfng,NC_000071.7,+,8,0.37195774098915,0.915220458872214,0.999999999999657
gene-Otulin,NC_000081.7,-,8,0.373133318536812,0.915229763957018,0.999999999999657
gene-Cox7b,NC_000086.8,+,3,0.0886992536357397,0.915279847770185,0.999999999999657
gene-Bmp6,NC_000079.7,+,7,0.335743765295908,0.91535514116431,0.999999999999657
gene-S100a10,NC_000069.7,+,3,0.0885237540291801,0.915442194874837,0.999999999999657
gene-Col25a1,NC_000069.7,+,29,0.64555382196678,0.91544470091152,0.999999999999657
gene-Stk16,NC_000067.7,+,12,0.473719839460217,0.915461911835197,0.999999999999657
gene-Trib1,NC_000081.7,+,3,0.0884945141547475,0.915474286639666,0.999999999999657
gene-Fbxo5,NC_000076.7,-,5,0.238343487994795,0.915518600237867,0.999999999999657
gene-Gm54336,NC_000071.7,+,2,0.0113896061847772,0.915554602327438,0.999999999999657
gene-Mpp3,NC_000077.7,-,22,0.598039886011273,0.915576768738131,0.999999999999657
gene-Gm46967,NC_000072.7,-,2,0.0113524511352294,0.915691918782079,0.999999999999657
gene-Mkx,NC_000084.7,-,5,0.237912866401128,0.915774704793,0.999999999999657
gene-Zfp454,NC_000077.7,-,7,0.335484580251015,0.915787164985757,0.999999999999657
gene-Nefl,NC_000080.7,+,4,0.170479631898114,0.915842747462251,0.999999999999657
gene-Cfap97,NC_000074.7,+,6,0.290694358875905,0.915985288918602,0.999999999999657
gene-Hadhb,NC_000071.7,+,16,0.535613423743635,0.916060499715742,0.999999999999657
gene-Gpr180,NC_000080.7,+,12,0.472682566110272,0.916075433119321,0.999999999999657
gene-Coch,NC_000078.7,+,16,0.53527818879316,0.916270995198487,0.999999999999657
gene-Dusp26,NC_000074.7,+,5,0.236696133008862,0.916314980609407,0.999999999999657
gene-Tnfrsf1a,NC_000072.7,+,10,0.428594994747745,0.91634697754641,0.999999999999657
gene-Cklf,NC_000074.7,+,9,0.402001247234569,0.916360864347609,0.999999999999657
gene-Prdm5,NC_000072.7,+,8,0.371118341862203,0.916364962754712,0.999999999999657
gene-Dtwd2,NC_000084.7,-,5,0.236762983929601,0.91644279189227,0.999999999999657
gene-Txndc12,NC_000070.7,+,7,0.334514768286275,0.916445365790216,0.999999999999657
gene-Fam131c,NC_000070.7,+,7,0.333847210984659,0.916819600636281,0.999999999999657
gene-Zfp935,NC_000079.7,-,4,0.168791012049907,0.916857531712544,0.999999999999657
gene-A230072C01Rik,NC_000086.8,+,6,0.289777363843167,0.916940091726967,0.999999999999657
gene-Itpk1,NC_000078.7,-,10,0.427415873471021,0.917020887756758,0.999999999999657
gene-Imp4,NC_000067.7,+,10,0.427377939837852,0.917042523014665,0.999999999999657
gene-Sgk3,NC_000067.7,+,16,0.534002917332229,0.917069007920284,0.999999999999657
gene-Xylb,NC_000075.7,+,11,0.450290447452339,0.91720453550041,0.999999999999657
gene-Olfm2,NC_000075.7,-,9,0.400314996965735,0.917225925634674,0.999999999999657
gene-Frrs1,NC_000069.7,+,2,0.0109373631099855,0.91724171915362,0.999999999999657
gene-Ptpdc1,NC_000079.7,-,10,0.426968988786484,0.917275587169946,0.999999999999657
gene-Rsl1,NC_000079.7,+,3,0.0863804731781955,0.917406411052852,0.999999999999657
gene-Smim14,NC_000071.7,-,11,0.449884706955988,0.917438696175995,0.999999999999657
gene-Gm13404,NC_000068.8,+,2,0.0108745373668285,0.917478864355357,0.999999999999657
gene-Tgif1,NC_000083.7,-,2,0.010928771426937,0.917520288944918,0.999999999999657
gene-Cish,NC_000075.7,+,5,0.234939704894346,0.917536594761461,0.999999999999657
gene-Ddx49,NC_000074.7,-,14,0.504847344260249,0.917543559803865,0.999999999999657
gene-Ntf3,NC_000072.7,-,3,0.0861839160678277,0.9175760760755,0.999999999999657
gene-Ube2t,NC_000067.7,+,7,0.332446988358604,0.917602279900643,0.999999999999657
gene-Ddx18,NC_000067.7,-,13,0.488336240972548,0.917604604825828,0.999999999999657
gene-Lrrc49,NC_000075.7,-,27,0.630832430764243,0.917624204695738,0.999999999999657
gene-A230056P14Rik,NC_000073.7,+,6,0.28822213978564,0.917820752103338,0.999999999999657
gene-Bloc1s5,NC_000079.7,-,5,0.234267639525204,0.917875333001492,0.999999999999657
gene-Ecm1,NC_000069.7,-,19,0.566945833993451,0.917993705025606,0.999999999999657
gene-Pabpc5,NC_000086.8,+,2,0.0107107318811648,0.918100450165004,0.999999999999657
gene-BC005624,NC_000068.8,-,11,0.448525344746883,0.918220711734812,0.999999999999657
gene-Pgpep1,NC_000074.7,-,6,0.287427140779457,0.918269574314953,0.999999999999657
gene-Pdcd6,NC_000079.7,-,7,0.331140379395149,0.918329823788372,0.999999999999657
gene-Gm40309,NC_000071.7,+,2,0.0107050717676534,0.918338239539729,0.999999999999657
gene-Wbp1l,NC_000085.7,+,5,0.23320127889713,0.918561592170857,0.999999999999657
gene-Lage3,NC_000086.8,-,3,0.0851012446717189,0.918566287983033,0.999999999999657
gene-Npy,NC_000072.7,+,4,0.166219199104082,0.918660481144593,0.999999999999657
gene-Bex3,NC_000086.8,+,5,0.232967937057027,0.918698878836932,0.999999999999657
gene-Etaa1,NC_000077.7,-,7,0.327901252328987,0.9190659787775,0.999999999999657
gene-Tbc1d1,NC_000071.7,+,21,0.584034093914984,0.919251366898719,0.999999999999657
gene-Cnep1r1,NC_000074.7,+,8,0.365513240598092,0.919486203477973,0.999999999999657
gene-Alas1,NC_000075.7,-,11,0.44630585396038,0.91948925286796,0.999999999999657
gene-Tmem147,NC_000073.7,-,8,0.365286035233354,0.91961158170595,0.999999999999657
gene-Gemin8,NC_000086.8,+,6,0.284964477355974,0.919654035430414,0.999999999999657
gene-Pdzph1,NC_000083.7,-,2,0.0102583129345941,0.919952256684266,0.999999999999657
gene-Ostc,NC_000069.7,-,4,0.164125181806153,0.920039159504679,0.999999999999657
gene-Fndc5,NC_000070.7,+,5,0.230570703514076,0.920105217401697,0.999999999999657
gene-2410004B18Rik,NC_000069.7,+,5,0.230539166769467,0.920123668701224,0.999999999999657
gene-Slc25a18,NC_000072.7,+,6,0.283794615144204,0.920308588906299,0.999999999999657
gene-Map2k2,NC_000076.7,+,14,0.500214289657787,0.920311705393916,0.999999999999657
gene-Zfp991,NC_000070.7,+,3,0.0829585654298939,0.920533797268611,0.999999999999657
gene-Hps1,NC_000085.7,-,28,0.632698135644967,0.920559909925977,0.999999999999657
gene-Sulf1,NC_000067.7,+,23,0.597093256947694,0.920585985631173,0.999999999999657
gene-Ddx10,NC_000075.7,-,19,0.562887033714258,0.920599973769611,0.999999999999657
gene-Eldr,NC_000077.7,-,2,0.0100623943331907,0.920609112227537,0.999999999999657
gene-Ddit3,NC_000076.7,+,5,0.229368304265051,0.920807787602043,0.999999999999657
gene-Pomp,NC_000071.7,+,6,0.282785449433164,0.920871605143835,0.999999999999657
gene-Kcnu1,NC_000074.7,+,9,0.393743798728386,0.920971985562732,0.999999999999657
gene-Extl2,NC_000069.7,+,6,0.282557686877562,0.920998465519593,0.999999999999657
gene-Kcna4,NC_000068.8,+,3,0.0823102347343667,0.921124097179377,0.999999999999657
gene-Gm52131,NC_000080.7,-,2,0.00993103617523356,0.921127245146886,0.999999999999657
gene-Nme3,NC_000083.7,+,5,0.22836786739943,0.921207718448984,0.999999999999657
gene-Cnppd1,NC_000067.7,-,12,0.463798792249433,0.921232956204832,0.999999999999657
gene-Kif11,NC_000085.7,+,22,0.589392828306898,0.92139726741198,0.999999999999657
gene-Mir7006,NC_000068.8,-,4,0.161782571394604,0.921576469955989,0.999999999999657
gene-Zfp28,NC_000073.7,+,7,0.324889701208767,0.921616894073048,0.999999999999657
gene-Col15a1,NC_000070.7,+,42,0.693529898146148,0.921644990404278,0.999999999999657
gene-Zfp85,NC_000079.7,-,5,0.227687665579063,0.921786607423951,0.999999999999657
gene-Gck,NC_000077.7,-,3,0.0814598626340674,0.921904894568601,0.999999999999657
gene-Perm1,NC_000070.7,+,2,0.00973413014586216,0.921910454130189,0.999999999999657
gene-Dnaaf10,NC_000077.7,+,8,0.360867436251156,0.922032020255195,0.999999999999657
gene-Prmt2,NC_000076.7,-,14,0.497275219267621,0.922040510542432,0.999999999999657
gene-Tceal6,NC_000086.8,-,3,0.0812940832274281,0.922057190926206,0.999999999999657
gene-Slc15a2,NC_000082.7,-,23,0.594846885086577,0.922087391210163,0.999999999999657
gene-Gng11,NC_000072.7,+,2,0.00968746271359181,0.922097247256472,0.999999999999657
gene-1810037I17Rik,NC_000069.7,+,2,0.0096765217829593,0.922141105620109,0.999999999999657
gene-Smndc1,NC_000085.7,-,7,0.32407949005481,0.922214023565728,0.999999999999657
gene-Oxld1,NC_000077.7,-,3,0.0805845731835364,0.922709292532543,0.999999999999657
gene-Hopx,NC_000071.7,-,3,0.0805293415058911,0.922760075461778,0.999999999999657
gene-Ing4,NC_000072.7,+,10,0.417158046727048,0.922768031958514,0.999999999999657
gene-Ndufaf1,NC_000068.8,-,7,0.322995733167529,0.922803037816054,0.999999999999657
gene-Mob3b,NC_000070.7,-,2,0.00950845522331099,0.922817999043594,0.999999999999657
gene-Fbxo16,NC_000080.7,+,10,0.416805463627906,0.922961860416853,0.999999999999657
gene-Anxa2,NC_000075.7,+,13,0.479110946608975,0.922981814720761,0.999999999999657
gene-Mul1,NC_000070.7,+,4,0.159457680394972,0.923096758697136,0.999999999999657
gene-Ppp1r13l,NC_000073.7,+,12,0.459726169526338,0.923538876729797,0.999999999999657
gene-Klf5,NC_000080.7,+,4,0.158750189058993,0.923558312702272,0.999999999999657
gene-Dna2,NC_000076.7,+,18,0.547214508167396,0.923720048872343,0.999999999999657
gene-Rpain,NC_000077.7,+,8,0.357588756389286,0.92380590914562,0.999999999999657
gene-Trmt13,NC_000069.7,-,16,0.522902134776085,0.923831807369557,0.999999999999657
gene-Zmat2,NC_000084.7,+,6,0.277136076547607,0.923995287651963,0.999999999999657
gene-Ccdc12,NC_000075.7,+,7,0.320606063904535,0.924094994621738,0.999999999999657
gene-Aurka,NC_000068.8,-,12,0.458731761071369,0.924096294060368,0.999999999999657
gene-Jpx,NC_000086.8,+,3,0.0790745650891555,0.924114952063159,0.999999999999657
gene-Reep2,NC_000084.7,+,9,0.387922122633188,0.92414657176741,0.999999999999657
gene-Rpl28,NC_000073.7,+,5,0.2234700427458,0.924172876880669,0.999999999999657
gene-Efna1,NC_000069.7,-,4,0.157780220222361,0.924190265153508,0.999999999999657
gene-Adcyap1,NC_000083.7,+,11,0.437904038760109,0.924197536018786,0.999999999999657
gene-Plac9,NC_000080.7,-,4,0.156455146046269,0.92450425588503,0.999999999999657
gene-Nkain4,NC_000068.8,-,7,0.319828051656103,0.924513589404958,0.999999999999657
gene-Pip4k2c,NC_000076.7,-,12,0.457851947898554,0.924587632052064,0.999999999999657
gene-Rtkn2,NC_000076.7,+,10,0.413758595846377,0.924626475325986,0.999999999999657
gene-Pam16,NC_000082.7,-,5,0.222715401882555,0.924660378336478,0.999999999999657
gene-Trmt1l,NC_000067.7,+,18,0.545633725729197,0.924684361570454,0.999999999999657
gene-Stx17,NC_000070.7,+,7,0.319471768053985,0.924704946646604,0.999999999999657
gene-Tpk1,NC_000072.7,-,3,0.0783720677082281,0.924745872371716,0.999999999999657
gene-Gssos2,NC_000068.8,+,7,0.319282445590101,0.924806544721132,0.999999999999657
gene-Samd1,NC_000074.7,+,5,0.222036904442135,0.925049920670877,0.999999999999657
gene-Yipf3,NC_000083.7,+,15,0.507081142888781,0.925071462644731,0.999999999999657
gene-Mylip,NC_000079.7,+,8,0.355022915149602,0.92518086430501,0.999999999999657
gene-Dbf4,NC_000071.7,-,13,0.475111962577838,0.925250862396265,0.999999999999657
gene-Atp5me,NC_000071.7,-,4,0.155629050206496,0.925343272608043,0.999999999999657
gene-9330151L19Rik,NC_000078.7,+,2,0.00886950371879705,0.925448210062968,0.999999999999657
gene-Igfbpl1,NC_000070.7,-,5,0.219522393695076,0.925507797704937,0.999999999999657
gene-Zic2,NC_000080.7,+,3,0.0777298092488392,0.92550870964387,0.999999999999657
